post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0009374,2025-03-29,Reel,194035.0,7053.0,3496.0,1468.0,841014.0,1082364.0,1156.0,30.0,83.0,Hashtags,19.04,Fashion
IG0009264,2025-06-09,Video,54572.0,3045.0,1452.0,8129.0,453853.0,780586.0,1111.0,28.0,328.0,profile,8.61,travel
IG0012177,2025-03-06,Reel,80830.0,4866.0,476.0,2262.0,71837.0,311914.0,1568.0,2.0,460.0,Reels Feed,28.35,Music
IG0020831,2025-04-21,Video,122462.0,8235.0,1104.0,7243.0,743064.0,1222349.0,837.0,9.0,448.0,Reels Feed,11.38,Food
IG0007812,2025-10-24,Reel,88977.0,2182.0,4979.0,1952.0,723796.0,757459.0,2012.0,29.0,502.0,external,12.95,Photography
IG0009905,2025-03-02,Reel,121780.0,1608.0,3676.0,9506.0,755977.0,847543.0,910.0,28.0,677.0,Explore,16.11,Technology
IG0027840,2025-09-24,Video,155087.0,429.0,2049.0,4354.0,993721.0,2221241.0,1216.0,20.0,874.0,external,7.29,Comedy
IG0018542,2025-07-17,Photo,82806.0,8569.0,2245.0,7857.0,1187240.0,1438984.0,1416.0,29.0,912.0,Hashtags,7.05,Music
IG0010091,2025-02-02,Photo,79479.0,7678.0,3255.0,6461.0,1190377.0,1431149.0,1738.0,22.0,778.0,profile,6.77,Fashion
IG0001267,2025-05-17,Carousel,186069.0,8814.0,3298.0,9187.0,1564494.0,1995630.0,584.0,8.0,88.0,profile,10.39,Food
IG0028267,2025-10-26,Carousel,31957.0,5013.0,4295.0,1747.0,1693958.0,1242477.0,1618.0,14.0,328.0,Home Feed,2.22,Comedy
IG0001303,2025-05-06,Video,127361.0,526.0,769.0,7480.0,111694.0,480125.0,977.0,21.0,432.0,external,28.31,Music
IG0024754,2025-07-23,Video,54969.0,6193.0,2508.5,2755.0,1145880.0,1315386.0,1552.0,2.0,694.0,Explore,5.18,travel
IG0003384,2025-03-01,Video,159072.0,6241.0,1054.0,7480.0,1124308.0,1328953.0,1890.0,4.0,746.0,Home Feed,13.39,Music
IG0022073,2025-05-29,Carousel,199736.0,3642.0,1887.0,13101.0,1005547.0,1295286.0,1143.0,26.0,132.0,external,16.86,Comedy
IG0003456,2024-12-11,Photo,171095.0,1850.0,1032.0,9484.0,875705.0,1135179.0,1514.0,25.0,495.0,Hashtags,8.54,Technology
IG0001969,2025-03-08,Carousel,108981.0,968.0,1171.0,3238.0,1697508.0,1818593.0,596.0,27.0,810.0,Reels Feed,6.29,Technology
IG0017687,2025-02-20,Carousel,71005.0,1362.0,2508.5,8709.0,1984199.0,2135877.0,294.0,5.0,874.0,external,4.02,Lifestyle
IG0023438,2025-03-16,Reel,99740.0,1125.0,4310.0,6174.0,644903.0,792018.0,1931.0,22.0,777.0,Explore,14.06,Technology
IG0023618,2025-05-13,Reel,40830.0,5048.0,2694.0,6354.0,1645292.0,1942469.0,156.0,5.0,949.0,Reels Feed,2.95,Technology
IG0025521,2025-07-27,Video,105481.0,5048.0,4522.0,10934.0,1953318.0,2134131.0,1823.0,1.0,826.0,profile,5.78,Food
IG0002228,2025-04-19,Carousel,93053.0,9073.0,1514.0,7312.0,1777779.0,1961594.0,55.0,26.0,359.0,Hashtags,5.66,Music
IG0001963,2025-11-06,Carousel,93754.0,8031.0,1100.0,2839.0,993721.0,1839046.0,2010.0,17.0,95.0,Hashtags,8.54,Music
IG0008030,2025-10-26,Video,128854.0,5048.0,3312.0,11034.0,697960.0,1187987.0,2105.0,3.0,413.0,Hashtags,12.18,Technology
IG0022806,2024-12-20,Photo,146529.0,1612.0,619.0,10331.0,1106134.0,1601494.0,595.0,15.0,79.0,Hashtags,9.93,Technology
IG0006113,2025-04-07,Reel,26954.0,7822.0,2490.0,3769.0,1203166.0,1453592.0,1621.0,8.0,892.0,profile,2.82,Comedy
IG0009633,2024-12-29,Photo,169642.0,6410.0,4184.0,7824.0,1515293.0,1918849.0,1189.0,11.0,662.0,Explore,9.8,travel
IG0001048,2025-01-05,Photo,169484.0,5048.0,3237.0,10692.0,1638355.0,1826637.0,913.0,5.0,220.0,Reels Feed,10.3,Technology
IG0015413,2025-10-27,Reel,165995.0,8063.0,2508.5,3652.0,1593954.0,1838563.0,660.0,24.0,826.0,Explore,9.69,Photography
IG0008486,2025-01-08,Photo,49128.0,2761.0,3840.0,3144.0,732854.0,1121418.0,533.0,3.0,717.0,profile,5.25,Photography
IG0006704,2025-06-02,Reel,177770.0,2316.0,3707.0,14961.0,1077003.0,1175598.0,1102.0,28.0,695.0,profile,16.91,Photography
IG0014533,2024-11-27,Reel,122562.0,3368.0,3207.0,6392.0,734620.0,1217274.0,1096.0,17.0,900.0,Home Feed,11.13,Photography
IG0019468,2025-03-12,Photo,31287.0,3086.0,1523.0,13111.0,884527.0,1276463.0,1479.0,17.0,985.0,Explore,3.84,fitness
IG0010167,2025-03-13,Video,125525.0,7439.0,1639.0,9794.0,1920433.0,1980026.0,110.0,20.0,630.0,Explore,7.29,Photography
IG0024502,2025-01-23,Reel,98447.0,6046.0,2919.0,1666.0,458219.0,552223.0,1472.0,16.0,413.0,Reels Feed,19.75,Music
IG0001759,2025-01-31,Photo,57300.0,6803.0,319.0,651.0,798658.0,1242477.0,773.0,0.0,780.0,Hashtags,5.7,Technology
IG0006945,2025-01-23,Reel,82358.0,8358.0,2508.5,6259.0,1075334.0,1141080.0,105.0,13.0,945.0,profile,8.62,Photography
IG0014736,2024-11-26,Reel,184405.0,3172.0,3076.0,2304.0,244054.0,456166.0,913.0,0.0,554.0,Home Feed,8.54,travel
IG0009407,2024-11-26,Reel,59557.0,5048.0,3120.0,9297.0,1097206.0,1336938.0,393.0,6.0,539.0,external,5.45,Music
IG0011934,2024-11-29,Carousel,12692.0,5048.0,1231.0,14871.0,134960.0,155448.0,1485.0,11.0,25.0,Explore,21.43,travel
IG0007885,2025-03-14,Video,32281.0,5963.0,2508.5,14204.0,776244.0,1106167.0,761.0,8.0,843.0,external,5.05,beauty
IG0025542,2025-06-08,Video,194675.0,3385.0,4274.0,13915.0,1189949.0,1247874.0,2156.0,19.0,799.0,profile,17.33,Food
IG0024802,2025-05-19,Reel,57058.0,9662.0,2266.0,2750.0,1676593.0,1954311.0,672.0,8.0,747.0,Home Feed,3.67,beauty
IG0026692,2025-03-09,Reel,121767.0,3925.0,2025.0,6127.0,1858046.0,1894500.0,303.0,13.0,28.0,Reels Feed,7.06,Technology
IG0019546,2025-03-07,Reel,90255.0,8439.0,1562.0,5936.0,861771.0,1211238.0,1176.0,7.0,550.0,Explore,8.77,Comedy
IG0012623,2025-04-28,Reel,139310.0,9203.0,3386.0,4334.0,447685.0,773988.0,1952.0,25.0,745.0,profile,20.19,Photography
IG0005122,2025-09-27,Carousel,91683.0,5702.0,2508.5,4301.0,346397.0,358191.0,1533.0,10.0,960.0,Hashtags,28.52,beauty
IG0015940,2025-11-13,Reel,51623.0,8621.0,759.0,2447.0,1794880.0,2169094.0,1347.0,15.0,259.0,Hashtags,2.93,Photography
IG0014411,2025-08-15,Reel,166796.0,7878.0,1637.0,4155.0,1876652.0,2322455.0,1103.0,28.0,35.0,profile,7.77,Music
IG0008320,2025-02-22,Carousel,80572.0,3142.0,448.0,3924.0,403019.0,507838.0,80.0,9.0,32.0,external,17.35,Lifestyle
IG0004978,2025-09-11,Carousel,35788.0,948.0,1391.0,4252.0,590688.0,906880.0,166.0,30.0,870.0,Hashtags,4.67,Photography
IG0015599,2025-01-28,Photo,172790.0,2243.0,1440.0,7852.0,634685.0,666384.0,1879.0,19.0,193.0,external,27.66,travel
IG0011898,2025-04-23,Video,138437.0,3804.0,3239.0,2771.0,1294111.0,1333563.0,1046.0,21.0,865.0,Hashtags,11.12,Technology
IG0023660,2025-03-01,Video,184286.0,4900.0,2508.5,912.0,1517582.0,1661595.0,1468.0,15.0,480.0,Reels Feed,11.63,Fashion
IG0019781,2025-07-05,Photo,99382.0,917.0,4161.0,13427.0,398043.0,819521.0,1556.0,5.0,474.0,Hashtags,6.05,Fashion
IG0015915,2025-02-06,Video,95827.0,8053.0,3463.0,14138.0,1381499.0,1520790.0,831.0,16.0,113.0,Hashtags,7.99,fitness
IG0028362,2024-12-20,Video,115271.0,8376.0,1845.0,668.0,883640.0,989766.0,636.0,15.0,654.0,external,12.75,Music
IG0022546,2025-01-25,Video,44409.0,8875.0,804.0,2986.0,757015.0,1244941.0,1136.0,12.0,950.0,profile,4.58,Lifestyle
IG0018060,2025-08-30,Photo,121059.0,7552.0,1619.0,1413.0,206400.0,480815.0,456.0,26.0,950.0,Explore,27.38,Fashion
IG0006001,2025-07-05,Reel,77160.0,742.0,2705.0,6547.0,1506460.0,1242477.0,1855.0,8.0,502.0,Hashtags,4.98,Food
IG0012426,2025-08-29,Reel,192097.0,109.0,2508.5,5887.0,993721.0,315732.0,1044.0,9.0,980.0,profile,8.54,Photography
IG0014226,2025-11-07,Carousel,148834.0,1825.0,2100.0,700.0,1514582.0,1597067.0,1248.0,13.0,278.0,Home Feed,9.61,Photography
IG0022727,2025-06-04,Video,119211.0,348.0,4399.0,12389.0,993721.0,835886.0,1948.0,14.0,697.0,Reels Feed,16.31,Fashion
IG0000981,2025-01-14,Carousel,117806.0,9791.0,2412.0,4319.0,784608.0,1033756.0,1951.0,29.0,502.0,Hashtags,12.99,fitness
IG0023184,2025-04-06,Carousel,173620.0,5503.0,254.0,8883.0,403479.0,548537.0,1752.0,15.0,735.0,Explore,8.54,Lifestyle
IG0006443,2025-02-02,Video,89145.0,2976.0,3184.0,851.0,1213033.0,1235772.0,1624.0,11.0,15.0,Hashtags,7.78,Technology
IG0006858,2025-07-15,Video,13444.0,8728.0,774.0,2927.0,1459979.0,1941081.0,1880.0,12.0,688.0,Home Feed,1.33,beauty
IG0025546,2025-06-02,Reel,130696.0,8568.0,3929.0,4142.0,1958689.0,2174405.0,273.0,25.0,825.0,Reels Feed,8.54,fitness
IG0000335,2025-02-21,Video,99382.0,2521.0,2023.0,1196.0,17833.0,215721.0,191.0,23.0,724.0,Home Feed,8.54,Photography
IG0027910,2025-06-20,Photo,157652.0,8468.0,2480.0,12630.0,1446886.0,1671154.0,1840.0,27.0,937.0,Hashtags,10.84,Lifestyle
IG0025011,2025-09-18,Photo,179041.0,1627.0,131.0,4613.0,1690910.0,2167704.0,1400.0,20.0,814.0,Reels Feed,8.55,Comedy
IG0016339,2025-05-31,Photo,142373.0,4532.0,1694.0,12118.0,1174917.0,1242477.0,1467.0,30.0,227.0,Explore,8.54,Photography
IG0026081,2025-04-04,Photo,20319.0,7093.0,1949.0,8534.0,1141935.0,1313597.0,988.0,16.0,267.0,profile,2.88,travel
IG0018169,2025-05-14,Photo,28026.0,1078.0,1819.0,775.0,617673.0,820384.0,1326.0,0.0,516.0,Reels Feed,3.86,beauty
IG0018850,2025-01-08,Video,115756.0,856.0,4096.0,7480.0,1321404.0,1353038.0,745.0,16.0,398.0,Hashtags,9.71,Technology
IG0025504,2025-01-18,Reel,197058.0,7799.0,2988.0,3599.0,1832949.0,2140387.0,346.0,9.0,757.0,Home Feed,9.88,Technology
IG0013105,2024-12-06,Photo,99382.0,9064.0,668.0,14648.0,993721.0,2278931.0,2135.0,3.0,299.0,Hashtags,3.82,beauty
IG0003704,2025-06-04,Carousel,59516.0,3354.0,4022.0,12997.0,269504.0,428949.0,716.0,26.0,884.0,Reels Feed,8.54,Technology
IG0022874,2025-07-12,Carousel,103006.0,3174.0,2522.0,2557.0,2054.0,40692.0,423.0,22.0,45.0,Reels Feed,8.54,Music
IG0019022,2025-03-19,Reel,174260.0,2908.0,132.0,13888.0,1772075.0,1964961.0,45.0,28.0,81.0,Hashtags,9.73,Food
IG0021458,2025-05-19,Carousel,158862.0,9377.0,1753.0,12631.0,107973.0,268895.0,1046.0,28.0,601.0,external,8.54,Comedy
IG0002715,2025-04-23,Carousel,15599.0,4795.0,805.0,6869.0,1225698.0,1333421.0,804.0,15.0,321.0,Explore,2.1,Lifestyle
IG0020347,2025-11-04,Carousel,30914.0,8612.0,341.0,3044.0,80114.0,379856.0,1100.0,4.0,240.0,profile,11.3,Lifestyle
IG0025696,2025-05-19,Carousel,21134.0,7039.0,3158.0,10409.0,894939.0,1382750.0,1431.0,8.0,599.0,Hashtags,3.02,Fashion
IG0019448,2025-01-15,Reel,40548.0,7117.0,3813.0,4333.0,1322407.0,1733764.0,2152.0,0.0,92.0,Explore,3.22,Photography
IG0015436,2025-07-18,Reel,66728.0,5048.0,4285.0,14119.0,671587.0,700748.0,1557.0,25.0,263.0,external,13.17,Food
IG0000275,2025-07-19,Photo,196452.0,3299.0,3782.0,11202.0,1069569.0,1329902.0,680.0,6.0,381.0,Hashtags,16.15,Food
IG0022133,2025-07-27,Reel,50410.0,191.0,433.0,5221.0,1688383.0,1868280.0,38.0,22.0,694.0,external,3.01,Photography
IG0013913,2025-07-04,Video,174096.0,7381.0,4955.0,3714.0,1393654.0,1242477.0,1936.0,4.0,720.0,Reels Feed,13.61,Fashion
IG0027889,2025-09-06,Carousel,99382.0,4896.0,1969.0,911.0,1307460.0,1765766.0,2020.0,27.0,620.0,Explore,2.03,Fashion
IG0004535,2025-03-04,Reel,127041.0,2078.0,4368.0,1587.0,1719107.0,1954070.0,256.0,6.0,915.0,Hashtags,6.91,Comedy
IG0012284,2025-09-20,Video,4789.0,5608.0,4420.0,7770.0,1298387.0,1578631.0,1529.0,5.0,380.0,profile,8.54,Technology
IG0004721,2025-06-13,Photo,48734.0,8186.0,4129.0,6822.0,1542919.0,1242477.0,565.0,15.0,390.0,Hashtags,4.08,Music
IG0010573,2025-04-30,Video,66780.0,8749.0,4633.0,13309.0,808457.0,1288759.0,69.0,17.0,845.0,Explore,7.25,Music
IG0006464,2024-11-20,Reel,102332.0,4908.0,4791.0,6029.0,999420.0,1262462.0,1092.0,13.0,542.0,Explore,9.35,Lifestyle
IG0017843,2025-03-29,Photo,33657.0,8461.0,1132.0,7609.0,1885079.0,2370440.0,828.0,8.0,154.0,external,2.15,Comedy
IG0005502,2025-05-16,Video,187587.0,8743.0,2436.0,3276.0,993721.0,2194422.0,523.0,9.0,502.0,Home Feed,9.21,travel
IG0029339,2025-01-24,Photo,116697.0,5509.0,940.0,3659.0,918729.0,1371693.0,2009.0,9.0,937.0,Home Feed,9.24,beauty
IG0013730,2025-07-14,Reel,168239.0,9393.0,2994.0,8931.0,350929.0,594928.0,1100.0,3.0,528.0,external,8.54,Photography
IG0008145,2025-02-25,Photo,98706.0,3230.0,731.0,10515.0,522606.0,807128.0,1765.0,27.0,715.0,Home Feed,14.02,Music
IG0017069,2024-12-13,Reel,46022.0,7595.0,1160.0,11957.0,1642951.0,1921141.0,554.0,0.0,944.0,Reels Feed,8.54,Food
IG0014077,2025-05-05,Reel,129001.0,479.0,13.0,14234.0,838194.0,1256365.0,1700.0,10.0,502.0,Home Feed,11.44,Comedy
IG0017288,2024-11-23,Carousel,48254.0,5661.0,4158.0,446.0,1334077.0,1533982.0,1942.0,3.0,358.0,Home Feed,3.81,Comedy
IG0001397,2025-10-16,Carousel,45395.0,4749.0,651.0,10035.0,678450.0,1072065.0,1083.0,8.0,19.0,profile,5.67,Comedy
IG0023054,2025-09-19,Carousel,8657.0,2035.0,3341.0,1914.0,1965069.0,2359719.0,733.0,30.0,646.0,Explore,0.68,Photography
IG0026267,2025-02-18,Carousel,105290.0,5192.0,1842.0,8468.0,993721.0,168547.0,1355.0,25.0,857.0,Hashtags,8.54,Technology
IG0021285,2024-12-27,Reel,221.0,4981.0,711.0,4933.0,758238.0,1140054.0,863.0,5.0,681.0,Reels Feed,0.95,Food
IG0011559,2025-05-10,Carousel,139257.0,2095.0,466.0,10824.0,725992.0,1135165.0,1684.0,11.0,20.0,external,13.45,Music
IG0005728,2025-05-19,Video,120305.0,5048.0,2299.0,11243.0,990406.0,1205020.0,1589.0,12.0,903.0,external,11.37,Photography
IG0021718,2025-10-17,Carousel,99382.0,5065.0,1221.0,4772.0,678898.0,902622.0,340.0,1.0,458.0,Explore,6.15,Photography
IG0014990,2025-03-11,Video,133130.0,9310.0,4331.0,4936.0,1465876.0,1539209.0,792.0,22.0,598.0,Reels Feed,9.86,Lifestyle
IG0010736,2025-10-11,Reel,43255.0,9906.0,3167.0,4494.0,629608.0,863959.0,1178.0,12.0,323.0,Reels Feed,7.04,Music
IG0008597,2025-01-15,Photo,53547.0,1953.0,3168.0,4959.0,536237.0,933670.0,1500.0,25.0,989.0,external,6.81,travel
IG0006804,2025-09-06,Video,52268.0,6055.0,4033.0,14878.0,836525.0,1202978.0,1442.0,30.0,131.0,Explore,6.42,fitness
IG0000658,2025-05-16,Photo,124595.0,8770.0,789.0,11842.0,1113421.0,1530549.0,1863.0,2.0,734.0,Hashtags,9.54,Lifestyle
IG0014385,2025-07-16,Video,149952.0,2897.0,3590.0,6095.0,1610779.0,1896405.0,955.0,28.0,430.0,Hashtags,8.57,Music
IG0029768,2025-08-15,Photo,58812.0,3056.0,908.0,7230.0,611377.0,960942.0,1008.0,27.0,535.0,external,7.29,Comedy
IG0019267,2025-09-23,Video,127857.0,4102.0,834.0,11548.0,819266.0,978012.0,1491.0,11.0,583.0,external,14.76,Fashion
IG0004221,2025-01-06,Video,13408.0,1266.0,3655.0,6533.0,1640829.0,2080242.0,1000.0,6.0,645.0,Hashtags,1.2,Photography
IG0021780,2025-05-26,Reel,65165.0,8131.0,4393.0,6699.0,993721.0,2302874.0,591.0,17.0,980.0,Hashtags,8.54,travel
IG0001435,2025-10-19,Reel,167106.0,5048.0,1493.0,10436.0,439289.0,681331.0,320.0,10.0,410.0,Hashtags,27.17,Photography
IG0015533,2025-02-03,Video,181980.0,8049.0,2305.0,4988.0,1581257.0,2060548.0,1940.0,14.0,531.0,profile,9.58,Fashion
IG0000994,2025-07-06,Photo,190083.0,3300.0,4857.0,7231.0,1162076.0,1331787.0,1568.0,15.0,209.0,Hashtags,15.43,beauty
IG0003395,2024-12-31,Photo,162359.0,3554.0,4062.0,7571.0,185904.0,482916.0,687.0,2.0,865.0,Home Feed,8.54,Lifestyle
IG0013726,2024-12-14,Photo,85092.0,631.0,4234.0,1548.0,588127.0,603538.0,1269.0,1.0,277.0,profile,15.16,Food
IG0000944,2025-06-11,Reel,181289.0,1876.0,327.0,9438.0,69777.0,330474.0,1241.0,10.0,641.0,external,8.54,beauty
IG0013425,2024-12-30,Carousel,11341.0,289.0,2844.0,3511.0,1252373.0,1455979.0,1247.0,15.0,274.0,Hashtags,1.24,Photography
IG0021580,2025-05-10,Video,160012.0,5862.0,998.0,3322.0,218476.0,228273.0,1006.0,30.0,878.0,profile,8.54,Music
IG0011015,2025-05-01,Photo,166008.0,1348.0,2230.0,4460.0,1249640.0,1288084.0,336.0,28.0,537.0,Reels Feed,13.51,Lifestyle
IG0015645,2025-05-17,Carousel,42540.0,2476.0,4801.0,402.0,1283859.0,1685706.0,2190.0,12.0,606.0,profile,2.98,Lifestyle
IG0009780,2025-02-11,Video,65793.0,2530.0,2740.0,220.0,1630924.0,1972002.0,1100.0,11.0,523.0,profile,3.61,Food
IG0024584,2025-03-03,Video,74889.0,3872.0,2321.0,11558.0,238852.0,640748.0,2133.0,13.0,502.0,profile,14.46,beauty
IG0020605,2025-04-01,Reel,38447.0,792.0,4747.0,10999.0,1969932.0,2261021.0,367.0,23.0,592.0,Hashtags,2.43,Photography
IG0013886,2025-11-11,Reel,99382.0,6966.0,3467.0,7934.0,1490522.0,1825365.0,206.0,21.0,286.0,Hashtags,1.15,Food
IG0012464,2025-02-16,Video,77570.0,5635.0,3579.0,14581.0,993721.0,1686098.0,609.0,7.0,209.0,Explore,6.01,Music
IG0028369,2025-03-14,Photo,196600.0,9593.0,4844.0,7379.0,296380.0,785790.0,1546.0,18.0,987.0,Explore,27.8,beauty
IG0022029,2024-12-23,Photo,58641.0,4748.0,3464.0,7255.0,1979146.0,2459687.0,116.0,29.0,967.0,Reels Feed,3.01,Comedy
IG0014947,2025-08-08,Video,82429.0,692.0,526.0,9366.0,365501.0,611781.0,321.0,29.0,732.0,profile,8.54,Food
IG0029562,2025-07-16,Video,24381.0,9725.0,1057.0,4446.0,1828212.0,2132261.0,872.0,16.0,834.0,Home Feed,1.86,Technology
IG0017121,2025-02-25,Video,73209.0,5048.0,2496.0,13395.0,1426923.0,1448412.0,876.0,5.0,951.0,Hashtags,6.51,Music
IG0025540,2025-05-19,Photo,129170.0,8988.0,2029.0,7480.0,410339.0,616362.0,2158.0,9.0,283.0,Home Feed,23.04,Comedy
IG0007485,2025-06-23,Reel,99382.0,8579.0,324.0,12523.0,1964424.0,2095212.0,280.0,26.0,1000.0,external,8.23,Comedy
IG0009464,2025-04-22,Video,20336.0,4133.0,887.0,10160.0,1971155.0,2417635.0,1134.0,14.0,0.0,Explore,1.47,fitness
IG0000906,2025-07-19,Video,62533.0,5048.0,1610.0,12645.0,76806.0,159422.0,2024.0,17.0,205.0,external,8.54,beauty
IG0003580,2025-05-19,Video,179115.0,7037.0,1000.0,8076.0,993721.0,1864007.0,923.0,6.0,538.0,external,10.47,Food
IG0003932,2025-08-21,Photo,25267.0,1301.0,3496.0,13977.0,1090776.0,1325681.0,1139.0,18.0,427.0,external,3.32,travel
IG0013378,2025-05-22,Video,154857.0,7530.0,1106.0,1139.0,1526041.0,1620555.0,441.0,1.0,369.0,Reels Feed,10.16,Fashion
IG0006405,2025-04-30,Photo,174256.0,5048.0,4214.0,6145.0,993721.0,1331994.0,500.0,27.0,891.0,Hashtags,14.56,Photography
IG0016798,2025-02-25,Video,158535.0,3887.0,4363.0,14493.0,1191760.0,1433160.0,1694.0,11.0,870.0,external,12.65,Technology
IG0009155,2025-04-11,Carousel,99382.0,444.0,4063.0,5748.0,664064.0,1104086.0,2008.0,28.0,808.0,external,18.43,Comedy
IG0021698,2024-11-27,Carousel,70761.0,1193.0,686.0,8890.0,1025874.0,1092148.0,912.0,13.0,120.0,Hashtags,7.47,Photography
IG0003190,2025-04-30,Photo,144555.0,2191.0,2359.0,4813.0,1753624.0,1768159.0,1379.0,15.0,232.0,profile,8.7,Food
IG0028815,2025-04-30,Carousel,39238.0,7309.0,946.0,732.0,423263.0,449066.0,1432.0,16.0,502.0,external,10.74,beauty
IG0010128,2024-12-08,Reel,16218.0,3896.0,552.0,7480.0,360137.0,838138.0,1012.0,24.0,204.0,Hashtags,4.23,Photography
IG0023609,2025-09-04,Reel,195172.0,9114.0,2508.5,2622.0,1727407.0,2202059.0,736.0,2.0,684.0,Reels Feed,9.55,Fashion
IG0018784,2025-08-06,Reel,177021.0,6430.0,759.0,14126.0,993721.0,961051.0,986.0,8.0,211.0,external,20.64,Technology
IG0009252,2025-10-03,Photo,118198.0,6981.0,2508.5,10624.0,410130.0,1242477.0,1786.0,12.0,244.0,Reels Feed,19.64,beauty
IG0008953,2025-06-21,Carousel,35910.0,3115.0,2095.0,12952.0,157699.0,631611.0,1443.0,18.0,418.0,Reels Feed,8.56,Photography
IG0017622,2025-08-28,Reel,94544.0,5617.0,1704.0,14542.0,1636932.0,1663774.0,1968.0,20.0,553.0,Hashtags,7.0,travel
IG0017436,2025-05-03,Photo,40748.0,5955.0,334.0,6418.0,442560.0,906475.0,2174.0,19.0,112.0,Hashtags,5.9,Music
IG0012215,2025-06-21,Photo,26047.0,9680.0,4335.0,9126.0,1074775.0,1228223.0,996.0,6.0,784.0,Reels Feed,8.54,fitness
IG0026994,2025-01-24,Photo,55781.0,1252.0,2977.0,1355.0,1863117.0,2171066.0,1694.0,6.0,836.0,Hashtags,2.83,beauty
IG0029621,2025-01-05,Video,191685.0,5732.0,1363.0,5061.0,773220.0,1145358.0,1991.0,11.0,865.0,external,17.8,Food
IG0016275,2025-08-02,Carousel,109812.0,6407.0,1812.0,7480.0,993721.0,501633.0,507.0,17.0,847.0,Reels Feed,26.24,Technology
IG0028726,2024-12-13,Reel,62754.0,3609.0,3813.0,11328.0,1635005.0,1731180.0,771.0,0.0,863.0,Home Feed,4.71,Food
IG0028532,2025-02-11,Photo,48916.0,4651.0,1410.0,9957.0,1140083.0,1491345.0,148.0,22.0,566.0,Home Feed,4.35,Comedy
IG0006595,2025-05-12,Photo,27012.0,9047.0,1192.0,5478.0,706691.0,1003048.0,1831.0,20.0,923.0,Explore,4.26,Technology
IG0019485,2024-12-21,Carousel,74268.0,5747.0,1879.0,6708.0,1643017.0,2022871.0,1082.0,15.0,411.0,Home Feed,4.38,Comedy
IG0004597,2024-12-16,Video,38818.0,9849.0,507.0,13872.0,1170571.0,1473630.0,2199.0,25.0,71.0,Hashtags,4.28,fitness
IG0002603,2025-06-01,Photo,137236.0,1157.0,3006.0,8126.0,52363.0,80313.0,1920.0,3.0,883.0,Explore,8.54,Fashion
IG0000331,2025-07-19,Reel,65654.0,6169.0,3262.0,2266.0,129090.0,551222.0,980.0,30.0,884.0,Hashtags,14.03,Lifestyle
IG0015982,2025-10-14,Reel,56437.0,6919.0,2512.0,12441.0,1170102.0,1306819.0,1592.0,20.0,535.0,Hashtags,5.99,fitness
IG0005501,2025-05-19,Video,99382.0,7114.0,2389.0,14608.0,993721.0,2361473.0,872.0,19.0,253.0,Hashtags,8.43,travel
IG0022451,2024-12-07,Photo,89929.0,9794.0,4286.0,4812.0,153864.0,319844.0,395.0,4.0,93.0,Home Feed,8.54,Photography
IG0023682,2025-04-02,Video,174453.0,659.0,2493.0,15000.0,1005387.0,1268225.0,916.0,23.0,87.0,Explore,15.19,Comedy
IG0020326,2025-10-02,Reel,99382.0,9501.0,4492.0,6780.0,1456521.0,1904770.0,1092.0,30.0,434.0,profile,9.32,Photography
IG0025016,2025-09-14,Video,93109.0,3314.0,1246.0,944.0,909278.0,1289012.0,1708.0,2.0,625.0,Hashtags,7.65,Music
IG0018583,2025-05-12,Video,134085.0,4989.0,2809.0,1798.0,788606.0,1117047.0,591.0,7.0,910.0,external,12.86,beauty
IG0024782,2025-05-02,Reel,18820.0,2469.0,3863.0,6204.0,1670999.0,2064318.0,149.0,14.0,150.0,Hashtags,1.52,Music
IG0015378,2025-07-18,Video,151726.0,5746.0,4848.0,1486.0,1955544.0,2260177.0,1861.0,2.0,369.0,profile,7.25,Lifestyle
IG0002287,2024-11-24,Carousel,100809.0,6227.0,2064.0,1512.0,1711713.0,1992356.0,406.0,0.0,175.0,Explore,8.54,Food
IG0004784,2025-01-12,Video,99382.0,5468.0,1272.0,12720.0,24962.0,287949.0,1617.0,28.0,865.0,Home Feed,8.54,fitness
IG0010019,2025-05-07,Video,185039.0,1627.0,1431.0,1527.0,1360026.0,1611110.0,981.0,17.0,197.0,Explore,11.77,Lifestyle
IG0020368,2025-04-18,Reel,165690.0,9999.0,2965.0,1144.0,340982.0,687482.0,1609.0,27.0,519.0,Home Feed,26.15,Lifestyle
IG0029453,2025-04-30,Reel,99382.0,5048.0,200.0,1548.0,1947601.0,2285476.0,173.0,16.0,708.0,external,6.09,Comedy
IG0002886,2025-07-09,Video,79324.0,8696.0,1112.0,8363.0,559065.0,933439.0,726.0,22.0,585.0,profile,10.44,Technology
IG0009873,2025-07-24,Photo,115273.0,1091.0,3691.0,7039.0,1821470.0,2123930.0,429.0,28.0,216.0,profile,5.98,travel
IG0004230,2025-01-07,Video,50818.0,3807.0,2467.0,12182.0,1694254.0,2094501.0,1905.0,23.0,318.0,Hashtags,3.31,beauty
IG0012968,2025-10-02,Carousel,194950.0,8680.0,2859.0,6978.0,1110982.0,1464462.0,1678.0,5.0,695.0,Reels Feed,14.58,beauty
IG0015220,2025-07-09,Reel,99382.0,7461.0,4736.0,13307.0,1007687.0,1194193.0,1100.0,16.0,909.0,profile,10.96,Lifestyle
